sno,age,job,salary,marital,education,housing,loan,,,
2657,29,admin.,50000,single,secondary,yes,no,,,
2658,30,services,70000,married,secondary,yes,no,,,
2659,39,entrepreneur,120000,married,secondary,yes,no,,,
2660,44,blue-collar,20000,married,secondary,yes,no,,,
2661,53,management,100000,divorced,tertiary,yes,no,,,
2662,27,services,70000,married,secondary,yes,no,,,
2663,39,entrepreneur,120000,married,secondary,yes,no,,,
2664,31,student,4000,married,secondary,yes,no,,,
2665,33,management,100000,married,primary,yes,no,,,
2666,32,management,100000,single,tertiary,yes,yes,,,
2667,29,blue-collar,20000,single,primary,yes,no,,,
2668,49,self-employed,60000,married,secondary,yes,no,,,
2669,32,admin.,50000,single,secondary,yes,no,,,
2670,42,blue-collar,20000,married,secondary,yes,no,,,
2671,55,services,70000,married,primary,yes,no,,,
2672,49,admin.,50000,divorced,secondary,yes,no,,,
2673,26,technician,60000,single,secondary,yes,no,,,
2674,30,management,100000,single,tertiary,yes,no,,,
2675,29,blue-collar,20000,married,secondary,yes,yes,,,
2676,54,unemployed,8000,married,secondary,yes,no,,,
2677,29,student,4000,single,tertiary,yes,no,,,
2678,34,admin.,50000,single,secondary,yes,no,,,
2679,25,blue-collar,20000,single,tertiary,yes,no,,,
2680,26,services,70000,single,secondary,yes,no,,,
2681,31,blue-collar,20000,single,secondary,yes,yes,,,
2682,51,management,100000,divorced,tertiary,yes,no,,,
2683,34,management,100000,married,secondary,yes,no,,,
2684,34,technician,60000,single,secondary,yes,yes,,,
2685,27,services,70000,single,secondary,yes,no,,,
2686,28,student,4000,single,secondary,yes,no,,,
2687,32,blue-collar,20000,married,primary,yes,no,,,
2688,23,services,70000,married,secondary,yes,no,,,
2689,42,blue-collar,20000,divorced,secondary,no,no,,,
2690,26,student,4000,single,secondary,yes,no,,,
2691,39,admin.,50000,married,secondary,no,no,,,
2692,29,technician,60000,single,tertiary,yes,no,,,
2693,52,blue-collar,20000,married,primary,yes,no,,,
2694,36,admin.,50000,married,secondary,no,no,,,
2695,28,services,70000,single,secondary,yes,no,,,
2696,37,services,70000,single,secondary,yes,no,,,
2697,29,blue-collar,20000,married,secondary,yes,no,,,
2698,41,self-employed,60000,married,tertiary,yes,no,,,
2699,29,management,100000,single,tertiary,yes,no,,,
2700,32,blue-collar,20000,married,primary,no,no,,,
2701,39,entrepreneur,120000,married,tertiary,yes,no,,,
2702,37,blue-collar,20000,married,primary,yes,no,,,
2703,30,technician,60000,married,primary,yes,no,,,
2704,39,technician,60000,single,secondary,yes,no,,,
2705,27,blue-collar,20000,single,unknown,yes,yes,,,
2706,41,admin.,50000,single,secondary,yes,no,,,
2707,32,services,70000,married,secondary,yes,no,,,
2708,58,blue-collar,20000,married,primary,yes,yes,,,
2709,41,admin.,50000,divorced,secondary,yes,no,,,
2710,40,admin.,50000,married,secondary,yes,no,,,
2711,28,blue-collar,20000,married,secondary,yes,no,,,
2712,21,student,4000,single,secondary,yes,no,,,
2713,31,admin.,50000,married,secondary,yes,yes,,,
2714,30,services,70000,single,tertiary,yes,yes,,,
2715,34,services,70000,single,secondary,yes,yes,,,
2716,60,retired,55000,divorced,secondary,yes,no,,,
2717,27,admin.,50000,single,tertiary,yes,no,,,
2718,23,admin.,50000,single,secondary,yes,no,,,
2719,22,admin.,50000,single,secondary,yes,no,,,
2720,28,admin.,50000,single,secondary,yes,no,,,
2721,25,admin.,50000,single,tertiary,yes,no,,,
2722,52,blue-collar,20000,married,primary,yes,no,,,
2723,32,services,70000,married,secondary,no,no,,,
2724,33,services,70000,divorced,secondary,yes,no,,,
2725,41,blue-collar,20000,married,secondary,yes,no,,,
2726,28,blue-collar,20000,married,secondary,yes,no,,,
2727,23,student,4000,single,secondary,yes,no,,,
2728,50,admin.,50000,single,primary,yes,no,,,
2729,60,retired,55000,divorced,secondary,yes,no,,,
2730,26,student,4000,single,secondary,yes,no,,,
2731,32,management,100000,married,secondary,yes,yes,,,
2732,39,blue-collar,20000,married,primary,yes,no,,,
2733,40,management,100000,married,tertiary,yes,no,,,
2734,48,blue-collar,20000,single,primary,yes,no,,,
2735,40,admin.,50000,single,secondary,no,no,,,
2736,33,blue-collar,20000,married,secondary,yes,no,,,
2737,46,management,100000,married,tertiary,yes,yes,,,
2738,30,management,100000,single,secondary,yes,no,,,
2739,41,services,70000,married,secondary,yes,no,,,
2740,38,entrepreneur,120000,married,tertiary,yes,no,,,
2741,34,blue-collar,20000,divorced,secondary,yes,no,,,
2742,33,blue-collar,20000,married,primary,no,no,,,
2743,39,blue-collar,20000,married,primary,yes,no,,,
2744,25,admin.,50000,single,secondary,yes,no,,,
2745,23,blue-collar,20000,single,primary,yes,no,,,
2746,21,admin.,50000,single,secondary,yes,no,,,
2747,22,student,4000,single,secondary,yes,no,,,
2748,28,technician,60000,single,tertiary,yes,yes,,,
2749,42,services,70000,married,secondary,yes,no,,,
2750,44,blue-collar,20000,married,primary,yes,no,,,
2751,33,management,100000,married,tertiary,yes,no,,,
2752,41,blue-collar,20000,married,primary,yes,no,,,
2753,52,technician,60000,married,primary,yes,no,,,
2754,47,blue-collar,20000,married,primary,yes,no,,,
2755,27,blue-collar,20000,single,secondary,yes,no,,,
2756,33,blue-collar,20000,single,primary,yes,no,,,
2757,41,blue-collar,20000,divorced,secondary,yes,no,,,
2758,48,blue-collar,20000,married,secondary,yes,no,,,
2759,37,entrepreneur,120000,single,secondary,yes,no,,,
2760,35,technician,60000,single,secondary,yes,no,,,
2761,39,admin.,50000,divorced,secondary,yes,no,,,
2762,46,management,100000,married,tertiary,yes,yes,,,
2763,52,technician,60000,divorced,secondary,yes,no,,,
2764,40,admin.,50000,married,secondary,yes,no,,,
2765,26,blue-collar,20000,single,primary,yes,no,,,
2766,25,technician,60000,single,secondary,yes,no,,,
2767,33,blue-collar,20000,married,primary,yes,no,,,
2768,24,blue-collar,20000,single,secondary,yes,no,,,
2769,27,blue-collar,20000,single,secondary,yes,no,,,
2770,30,management,100000,single,tertiary,yes,no,,,
2771,29,technician,60000,single,tertiary,yes,no,,,
2772,48,services,70000,married,secondary,yes,yes,,,
2773,25,student,4000,single,secondary,yes,no,,,
2774,31,admin.,50000,single,secondary,yes,no,,,
2775,42,entrepreneur,120000,married,secondary,yes,no,,,
2776,26,entrepreneur,120000,single,tertiary,yes,no,,,
2777,51,technician,60000,married,secondary,yes,no,,,
2778,26,services,70000,single,secondary,yes,no,,,
2779,58,blue-collar,20000,married,primary,yes,no,,,
2780,30,blue-collar,20000,married,secondary,no,no,,,
2781,36,blue-collar,20000,single,secondary,yes,no,,,
2782,49,blue-collar,20000,married,secondary,yes,yes,,,
2783,37,admin.,50000,single,secondary,yes,no,,,
2784,38,blue-collar,20000,divorced,secondary,yes,no,,,
2785,39,technician,60000,single,secondary,yes,no,,,
2786,31,management,100000,married,tertiary,yes,yes,,,
2787,40,services,70000,married,secondary,yes,no,,,
2788,46,services,70000,married,unknown,yes,no,,,
2789,31,management,100000,single,tertiary,yes,no,,,
2790,29,blue-collar,20000,married,secondary,yes,no,,,
2791,57,management,100000,married,secondary,yes,no,,,
2792,33,technician,60000,single,secondary,yes,no,,,
2793,56,retired,55000,divorced,tertiary,yes,no,,,
2794,42,admin.,50000,divorced,secondary,yes,no,,,
2795,31,management,100000,single,tertiary,yes,yes,,,
2796,30,technician,60000,single,secondary,yes,no,,,
2797,35,admin.,50000,divorced,secondary,yes,no,,,
2798,34,blue-collar,20000,divorced,primary,yes,no,,,
2799,34,blue-collar,20000,divorced,primary,yes,no,,,
2800,34,management,100000,single,tertiary,yes,no,,,
2801,51,blue-collar,20000,married,primary,yes,no,,,
2802,49,blue-collar,20000,married,secondary,yes,no,,,
2803,45,unemployed,8000,married,secondary,yes,no,,,
2804,59,self-employed,60000,married,primary,yes,no,,,
2805,52,blue-collar,20000,divorced,primary,yes,no,,,
2806,32,services,70000,divorced,secondary,yes,no,,,
2807,29,student,4000,single,secondary,yes,no,,,
2808,40,blue-collar,20000,married,secondary,yes,no,,,
2809,31,technician,60000,married,secondary,no,no,,,
2810,33,technician,60000,divorced,secondary,yes,no,,,
2811,28,management,100000,single,tertiary,yes,no,,,
2812,32,management,100000,married,tertiary,yes,no,,,
2813,26,services,70000,single,secondary,yes,no,,,
2814,49,self-employed,60000,married,secondary,yes,no,,,
2815,29,blue-collar,20000,married,secondary,yes,no,,,
2816,27,self-employed,60000,single,tertiary,yes,no,,,
2817,38,technician,60000,married,tertiary,yes,no,,,
2818,43,blue-collar,20000,married,secondary,yes,no,,,
2819,28,blue-collar,20000,married,primary,yes,yes,,,
2820,28,technician,60000,single,tertiary,yes,yes,,,
2821,36,technician,60000,married,tertiary,yes,no,,,
2822,57,technician,60000,married,secondary,yes,no,,,
2823,36,admin.,50000,single,secondary,yes,no,,,
2824,30,admin.,50000,married,primary,yes,no,,,
2825,27,management,100000,single,tertiary,yes,no,,,
2826,38,services,70000,single,secondary,yes,no,,,
2827,30,management,100000,single,tertiary,yes,yes,,,
2828,36,blue-collar,20000,married,secondary,yes,no,,,
2829,30,technician,60000,single,secondary,yes,no,,,
2830,55,services,70000,married,secondary,yes,no,,,
2831,33,management,100000,married,tertiary,yes,no,,,
2832,40,services,70000,single,secondary,yes,no,,,
2833,24,blue-collar,20000,divorced,secondary,yes,no,,,
2834,44,services,70000,divorced,secondary,yes,no,,,
2835,33,admin.,50000,married,secondary,yes,no,,,
2836,38,self-employed,60000,single,tertiary,yes,no,,,
2837,26,services,70000,single,secondary,yes,no,,,
2838,33,technician,60000,married,secondary,no,no,,,
2839,44,blue-collar,20000,divorced,primary,yes,yes,,,
2840,32,blue-collar,20000,divorced,secondary,yes,no,,,
2841,26,admin.,50000,single,secondary,yes,no,,,
2842,40,management,100000,married,tertiary,yes,no,,,
2843,34,management,100000,single,tertiary,yes,yes,,,
2844,25,blue-collar,20000,single,secondary,yes,no,,,
2845,27,blue-collar,20000,married,secondary,no,no,,,
2846,45,services,70000,married,secondary,yes,yes,,,
2847,37,admin.,50000,married,secondary,yes,yes,,,
2848,44,services,70000,single,secondary,yes,no,,,
2849,41,admin.,50000,single,secondary,yes,no,,,
2850,34,technician,60000,married,secondary,yes,no,,,
2851,33,management,100000,married,tertiary,yes,no,,,
2852,25,services,70000,married,secondary,yes,yes,,,
2853,30,technician,60000,married,secondary,yes,no,,,
2854,39,technician,60000,single,tertiary,no,no,,,
2855,31,technician,60000,single,tertiary,yes,no,,,
2856,34,technician,60000,married,secondary,yes,no,,,
2857,54,admin.,50000,divorced,secondary,yes,no,,,
2858,38,management,100000,married,tertiary,yes,no,,,
2859,34,unemployed,8000,married,secondary,yes,no,,,
2860,56,technician,60000,single,secondary,yes,no,,,
2861,40,blue-collar,20000,married,secondary,yes,no,,,
2862,39,services,70000,single,secondary,yes,no,,,
2863,28,services,70000,single,secondary,yes,yes,,,
2864,28,blue-collar,20000,single,secondary,yes,no,,,
2865,58,blue-collar,20000,married,secondary,no,no,,,
2866,35,entrepreneur,120000,married,secondary,yes,no,,,
2867,36,student,4000,single,secondary,yes,no,,,
2868,40,blue-collar,20000,divorced,secondary,yes,no,,,
2869,30,blue-collar,20000,married,secondary,yes,no,,,
2870,43,services,70000,divorced,secondary,yes,no,,,
2871,40,admin.,50000,married,secondary,yes,no,,,
2872,60,blue-collar,20000,married,primary,yes,yes,,,
2873,41,blue-collar,20000,single,secondary,yes,no,,,
2874,39,services,70000,married,secondary,yes,no,,,
2875,31,housemaid,16000,divorced,primary,yes,no,,,
2876,32,blue-collar,20000,married,primary,yes,no,,,
2877,48,blue-collar,20000,married,secondary,yes,no,,,
2878,48,blue-collar,20000,married,primary,yes,no,,,
2879,36,blue-collar,20000,married,primary,yes,no,,,
2880,30,admin.,50000,divorced,secondary,no,no,,,
2881,31,blue-collar,20000,married,secondary,yes,no,,,
2882,27,management,100000,married,tertiary,yes,no,,,
2883,43,technician,60000,single,secondary,yes,yes,,,
2884,28,blue-collar,20000,single,secondary,yes,no,,,
2885,49,blue-collar,20000,married,secondary,yes,no,,,
2886,34,admin.,50000,divorced,secondary,yes,no,,,
2887,30,management,100000,single,tertiary,yes,no,,,
2888,32,blue-collar,20000,single,secondary,yes,no,,,
2889,29,admin.,50000,single,secondary,yes,no,,,
2890,38,admin.,50000,married,secondary,yes,no,,,
2891,44,management,100000,single,tertiary,yes,yes,,,
2892,38,management,100000,married,tertiary,no,no,,,
2893,47,blue-collar,20000,married,primary,yes,no,,,
2894,36,services,70000,married,secondary,yes,no,,,
2895,36,services,70000,single,secondary,yes,no,,,
2896,27,blue-collar,20000,single,primary,yes,no,,,
2897,24,admin.,50000,single,secondary,yes,no,,,
2898,35,blue-collar,20000,divorced,secondary,yes,no,,,
2899,36,admin.,50000,single,secondary,yes,no,,,
2900,45,admin.,50000,married,secondary,yes,no,,,
2901,45,blue-collar,20000,single,primary,yes,no,,,
2902,32,admin.,50000,married,secondary,no,no,,,
2903,29,entrepreneur,120000,married,secondary,yes,no,,,
2904,40,blue-collar,20000,married,primary,yes,no,,,
2905,27,technician,60000,married,secondary,yes,no,,,
2906,31,technician,60000,married,tertiary,no,no,,,
2907,45,self-employed,60000,single,secondary,yes,no,,,
2908,31,admin.,50000,single,secondary,yes,no,,,
2909,33,management,100000,married,secondary,yes,no,,,
2910,25,retired,55000,single,secondary,no,yes,,,
2911,32,management,100000,single,tertiary,yes,no,,,
2912,41,management,100000,married,tertiary,yes,no,,,
2913,37,blue-collar,20000,married,primary,yes,no,,,
2914,29,blue-collar,20000,single,secondary,yes,no,,,
2915,57,retired,55000,married,secondary,yes,no,,,
2916,54,management,100000,married,tertiary,yes,yes,,,
2917,34,management,100000,single,tertiary,yes,no,,,
2918,29,blue-collar,20000,single,secondary,no,no,,,
2919,45,admin.,50000,married,secondary,yes,yes,,,
2920,33,admin.,50000,single,secondary,yes,no,,,
2921,39,management,100000,single,tertiary,yes,no,,,
2922,32,blue-collar,20000,single,secondary,yes,no,,,
2923,30,admin.,50000,married,tertiary,no,no,,,
2924,35,self-employed,60000,married,secondary,yes,no,,,
2925,57,admin.,50000,married,secondary,yes,yes,,,
2926,40,blue-collar,20000,married,secondary,yes,no,,,
2927,26,student,4000,single,secondary,yes,no,,,
2928,34,admin.,50000,single,secondary,no,no,,,
2929,45,blue-collar,20000,married,primary,yes,no,,,
2930,44,blue-collar,20000,single,primary,yes,yes,,,
2931,40,management,100000,single,tertiary,yes,no,,,
2932,34,blue-collar,20000,married,primary,yes,no,,,
2933,34,admin.,50000,married,secondary,yes,no,,,
2934,32,blue-collar,20000,married,secondary,yes,no,,,
2935,37,blue-collar,20000,married,primary,yes,no,,,
2936,46,services,70000,married,secondary,yes,no,,,
2937,30,self-employed,60000,married,secondary,yes,yes,,,
2938,36,admin.,50000,married,secondary,yes,no,,,
2939,41,blue-collar,20000,married,secondary,yes,no,,,
2940,41,services,70000,divorced,secondary,yes,yes,,,
2941,45,services,70000,single,secondary,yes,no,,,
2942,55,technician,60000,divorced,tertiary,yes,no,,,
2943,37,blue-collar,20000,divorced,secondary,yes,no,,,
2944,34,management,100000,single,tertiary,yes,yes,,,
2945,25,entrepreneur,120000,single,tertiary,yes,yes,,,
2946,29,admin.,50000,married,secondary,yes,no,,,
2947,38,management,100000,married,secondary,no,no,,,
2948,33,services,70000,single,secondary,yes,no,,,
2949,40,admin.,50000,divorced,secondary,yes,no,,,
2950,43,blue-collar,20000,married,primary,yes,no,,,
2951,39,admin.,50000,married,secondary,yes,no,,,
2952,23,blue-collar,20000,married,primary,yes,no,,,
2953,27,admin.,50000,married,secondary,yes,no,,,
2954,55,blue-collar,20000,married,primary,yes,no,,,
2955,29,technician,60000,single,secondary,yes,no,,,
2956,40,admin.,50000,single,secondary,yes,no,,,
2957,51,management,100000,single,tertiary,yes,no,,,
2958,46,blue-collar,20000,married,primary,yes,no,,,
2959,34,entrepreneur,120000,married,secondary,yes,no,,,
2960,39,blue-collar,20000,married,secondary,yes,no,,,
2961,34,services,70000,divorced,secondary,yes,no,,,
2962,50,self-employed,60000,married,secondary,yes,yes,,,
2963,45,blue-collar,20000,married,primary,yes,no,,,
2964,35,technician,60000,single,tertiary,yes,no,,,
2965,26,student,4000,single,primary,yes,no,,,
2966,39,technician,60000,single,secondary,yes,no,,,
2967,42,blue-collar,20000,married,primary,yes,no,,,
2968,34,technician,60000,married,tertiary,yes,no,,,
2969,33,blue-collar,20000,single,primary,yes,no,,,
2970,28,blue-collar,20000,single,primary,yes,no,,,
2971,29,management,100000,single,tertiary,yes,no,,,
2972,31,admin.,50000,single,secondary,yes,no,,,
2973,44,management,100000,single,secondary,yes,no,,,
2974,47,services,70000,married,secondary,no,no,,,
2975,26,self-employed,60000,married,secondary,yes,yes,,,
2976,27,admin.,50000,single,tertiary,yes,no,,,
2977,43,blue-collar,20000,married,primary,yes,no,,,
2978,59,blue-collar,20000,married,secondary,yes,no,,,
2979,56,blue-collar,20000,married,primary,yes,no,,,
2980,26,blue-collar,20000,single,secondary,yes,no,,,
2981,28,student,4000,married,tertiary,yes,no,,,
